10.0	0.2405
11.1	0.2412
12.5	0.2447
14.3	0.2432
16.7	0.2437
20.0	0.2451
25.0	0.2436
33.0	0.2460
50.0	0.2479
66.7	0.2480
80.0	0.2481
100.0	0.2500
